,0,1,2
959,n04254120,960,soap_dispenser
960,n03595614,961,jersey
961,n04146614,962,school_bus
962,n03598930,963,jigsaw_puzzle
963,n03958227,964,plastic_bag
964,n04069434,965,reflex_camera
965,n03188531,966,diaper
966,n02786058,967,Band_Aid
967,n07615774,968,ice_lolly
968,n04525038,969,velvet
969,n04409515,970,tennis_ball
970,n03424325,971,gasmask
971,n03223299,972,doormat
972,n03680355,973,Loafer
973,n07614500,974,ice_cream
974,n07695742,975,pretzel
975,n04033995,976,quilt
976,n03710721,977,maillot
977,n04392985,978,tape_player
978,n03047690,979,clog
979,n03584254,980,iPod
980,n13054560,981,bolete
981,n10565667,982,scuba_diver
982,n03950228,983,pitcher
983,n03729826,984,matchstick
984,n02837789,985,bikini
985,n04254777,986,sock
986,n02988304,987,CD_player
987,n03657121,988,lens_cap
988,n04417672,989,thatch
989,n04523525,990,vault
990,n02815834,991,beaker
991,n09229709,992,bubble
992,n07697313,993,cheeseburger
993,n03888605,994,parallel_bars
994,n03355925,995,flagpole
995,n03063599,996,coffee_mug
996,n04116512,997,rubber_eraser
997,n04325704,998,stole
998,n07831146,999,carbonara
999,n03255030,1000,dumbbell
